IFID,pairID,Relation,ClusterID,CFID,SpaceGroup,CrystForm,PdbID,DomainInterfaceID,SurfaceArea,InterfaceUnit,ChainPfamArch,InAsu,InPdb,InPisa,ASU,PDBBA,PDBBAID,PISABA,PISABAID,UnpCode,#CfgCluster,#EntryCluster,MinSeqIdentity,#CfgRelation,#EntryRelation,#EntryHomo,#EntryHetero,#EntryIntra,ClusterInterface,MediumSurfaceArea,Name,Species,chainA,chainB
IF16395,(NDUF_B7)(NDUF_B8),20402,1,31,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(16),6zkr,135,944.85,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,W5P5V3_SHEEP;W5Q1B0_SHEEP,,,,,,,,,,,"NADH:ubiquinone oxidoreductase subunit B7;COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Ovis aries;Ovis aries,s,v
IF16394,(NDUF_B7)(NDUF_B8),20402,1,32,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(17),6zks,138,946.8,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,W5P5V3_SHEEP;W5Q1B0_SHEEP,,,,,,,,,,,"NADH:ubiquinone oxidoreductase subunit B7;COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Ovis aries;Ovis aries,s,v
IF16393,(NDUF_B7)(NDUF_B8),20402,1,33,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(18),6zkt,136,958.7,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,W5P5V3_SHEEP;W5Q1B0_SHEEP,,,,,,,,,,,"NADH:ubiquinone oxidoreductase subunit B7;COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Ovis aries;Ovis aries,s,v
IF16392,(NDUF_B7)(NDUF_B8),20402,1,34,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(19),6zku,132,937.7,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,W5P5V3_SHEEP;W5Q1B0_SHEEP,,,,,,,,,,,"NADH:ubiquinone oxidoreductase subunit B7;COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Ovis aries;Ovis aries,s,v
IF16391,(NDUF_B7)(NDUF_B8),20402,1,35,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(20),6zkv,130,928.9,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,W5P5V3_SHEEP;W5Q1B0_SHEEP,,,,,,,,,,,"NADH:ubiquinone oxidoreductase subunit B7;COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Ovis aries;Ovis aries,s,v
IF16390,(NDUF_B7)(NDUF_B8),20402,1,11,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(1),6zr2,148,828.3,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,o,l
IF16389,(NDUF_B7)(NDUF_B8),20402,1,12,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(2),6ztq,147,806.95,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,o,l
IF16388,(NDUF_B7)(NDUF_B8),20402,1,15,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,7ak5,142,867.7,AB,(NDUF_B8);(NDUF_B7),1,1,1,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,o,l
IF16387,(NDUF_B7)(NDUF_B8),20402,1,8,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(1),7ak6,147,910.65,AB,(NDUF_B8);(NDUF_B7),1,1,1,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,o,l
IF16380,(NDUF_B7)(NDUF_B8),20402,1,54,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,7b0n,108,771.55,AB,(NDUF_B8);(NDUF_B7),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP),1,-,-1,A0A1D8ND94_YARLL;A0A1H6PKH9_YARLL,,,,,,,,,,,Subunit NIAM of NADH:Ubiquinone Oxidoreductase (Complex I);Subunit NB8M of NADH:Ubiquinone Oxidoreductase (Complex I),Yarrowia lipolytica;Yarrowia lipolytica,o,l
IF16379,(NDUF_B7)(NDUF_B8),20402,1,13,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(3),7b93,147,930.35,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,o,l
IF16439,(NDUF_B7)(NDUF_B8),20402,2,55,P 1(EMI),A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF(1),7dgq,94,132.95,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,e,d
IF16438,(NDUF_B7)(NDUF_B8),20402,2,56,P 1(EMI),A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF(2),7dgr,199,151.15,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP),1,-,-1,NDUB7_BOVIN;NDUB8_BOVIN,,,,,,,,,,,"COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT;COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Bos taurus;Bos taurus,d,e
IF16437,(NDUF_B7)(NDUF_B8),20402,2,57,P 1(EMI),A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF(3),7dgs,196,155,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP),1,-,-1,NDUB7_BOVIN;NDUB8_BOVIN,,,,,,,,,,,"COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT;COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Bos taurus;Bos taurus,d,e
IF16436,(NDUF_B7)(NDUF_B8),20402,2,59,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(1),7dgz,126,172.7,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB7_BOVIN;NDUB8_BOVIN,,,,,,,,,,,"COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT;COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Bos taurus;Bos taurus,d,e
IF16435,(NDUF_B7)(NDUF_B8),20402,2,60,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(2),7dh0,124,173,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB7_BOVIN;NDUB8_BOVIN,,,,,,,,,,,"COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT;COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Bos taurus;Bos taurus,d,e
IF16434,(NDUF_B7)(NDUF_B8),20402,2,58,P 1(EMI),A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF(4),7dkf,132,173.1,AB,(NDUF_B7);(NDUF_B8),1,1,0,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEF,A2B2C2D2E2F2G2H2I2J2K2L2MNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP),1,-,-1,NDUB7_BOVIN;NDUB8_BOVIN,,,,,,,,,,,"COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT;COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT",Bos taurus;Bos taurus,d2,e2
IF16386,(NDUF_B7)(NDUF_B8),20402,1,47,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop(3),7o6y,62,714.75,AB,(NDUF_B8);(NDUF_B7),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP),1,-,-1,Q6CA88_YARLI;B5FVG1_YARLI,,,,,,,,,,,Subunit NIAM of NADH:Ubiquinone Oxidoreductase (Complex I);Subunit NB8M of NADH:Ubiquinone Oxidoreductase (Complex I),Yarrowia lipolytica;Yarrowia lipolytica,8,a
IF16385,(NDUF_B7)(NDUF_B8),20402,1,48,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop(4),7o71,62,707.7,AB,(NDUF_B8);(NDUF_B7),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP),1,-,-1,Q6CA88_YARLI;B5FVG1_YARLI,,,,,,,,,,,Subunit NIAM of NADH:Ubiquinone Oxidoreductase (Complex I);Subunit NB8M of NADH:Ubiquinone Oxidoreductase (Complex I),Yarrowia lipolytica;Yarrowia lipolytica,8,a
IF16378,(NDUF_B7)(NDUF_B8),20402,1,14,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(4),7psa,152,924.95,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_MOUSE;NDUB7_MOUSE,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Mus musculus;Mus musculus,l,o
IF16377,(NDUF_B7)(NDUF_B8),20402,1,61,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(1),7qsd,141,906.5,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16376,(NDUF_B7)(NDUF_B8),20402,1,62,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(2),7qsk,140,916.7,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16375,(NDUF_B7)(NDUF_B8),20402,1,63,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(3),7qsl,142,905.4,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16374,(NDUF_B7)(NDUF_B8),20402,1,64,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(4),7qsm,141,900.65,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16373,(NDUF_B7)(NDUF_B8),20402,1,65,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(5),7qsn,138,903.4,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16372,(NDUF_B7)(NDUF_B8),20402,1,66,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(6),7qso,135,887.4,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,NDUB8_BOVIN;NDUB7_BOVIN,,,,,,,,,,,"COMPLEX I-ASHI,CI-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;COMPLEX I-B18,CI-B18,NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT",Bos taurus;Bos taurus,l,o
IF16371,(NDUF_B7)(NDUF_B8),20402,1,72,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(1),7v2c,16,922.15,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,F1RWL7_PIG;F1SCH1_PIG,,,,,,,,,,,"COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT,COMPLEX I-B18",Sus scrofa;Sus scrofa,c,v
IF16370,(NDUF_B7)(NDUF_B8),20402,1,73,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(2),7v2d,16,913.1,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,F1RWL7_PIG;F1SCH1_PIG,,,,,,,,,,,"COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT,COMPLEX I-B18",Sus scrofa;Sus scrofa,c,v
IF16369,(NDUF_B7)(NDUF_B8),20402,1,74,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(3),7v2e,16,951.05,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,F1RWL7_PIG;F1SCH1_PIG,,,,,,,,,,,"COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT,COMPLEX I-B18",Sus scrofa;Sus scrofa,c,v
IF16368,(NDUF_B7)(NDUF_B8),20402,1,75,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(4),7v2f,16,888.95,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,F1RWL7_PIG;F1SCH1_PIG,,,,,,,,,,,"COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT,COMPLEX I-B18",Sus scrofa;Sus scrofa,c,v
IF16367,(NDUF_B7)(NDUF_B8),20402,1,76,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr(5),7v2h,16,911.05,AB,(NDUF_B8);(NDUF_B7),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,F1RWL7_PIG;F1SCH1_PIG,,,,,,,,,,,"COMPLEX I-ASHI,NADH-UBIQUINONE OXIDOREDUCTASE ASHI SUBUNIT;NADH-UBIQUINONE OXIDOREDUCTASE B18 SUBUNIT,COMPLEX I-B18",Sus scrofa;Sus scrofa,c,v
